brand_id,brand::ar,brand::en,brand_info_story::ar,brand_info_story::en,branded_vs_private_label,brand_owner::en,is_valid,brand_owner::ar,brand_owner::ku,brand::ku,brand_info_story::ku,brand_type::en
tizoq,,tizoq,,,,,True,,,,,
vusign,,vusign,,,,,True,,,,,
zhong_yi_xuan,,Zhong Yi XUAN,,,,,True,,,,,
9m,,9M,,,,,True,,,,,
brateck,,Brateck,,,,,True,,,,,
goaltage,,Goaltage,,,,,True,,,,,
kiyo,,KIYO,,,,,True,,,,,
king_art_games,,King Art Games,,,,,True,,,,,
momwell,,Momwell,,,,,True,,,,,
uten,,Uten,,,,,True,,,,,
ven_dens,,Ven-Dens,,,,,True,,,,,
wrc,,WRC,,,,,True,,,,,
bein,,beIN,,,,,True,,,,,
rainblocks,,Rainblocks,,,,,True,,,,,
black_white,,Black & White,,,,,True,,,,,
basis,,Basis,,,,,True,,,,,
helena_rubinstein,,Helena Rubinstein,,,,,True,,,,,
bavaro,,Bavaro,,,,,True,,,,,
petdi,,PETDI,,,,,True,,,,,
paul_frank,,Paul Frank,,,,,True,,,,,
petnc,,Petnc,,,,,True,,,,,
pinkaholic,,Pinkaholic,,,,,True,,,,,
proden,,ProDen,,,,,True,,,,,
silverfin,,Silverfin,,,,,True,,,,,
tespert,,Tespert,,,,,True,,,,,
the_dog_store,,The Dog Store,,,,,True,,,,,
pastavilla,,PastaVilla,,,,,True,,,,,
golden_day,,Golden Day,,,,,True,,,,,
noodle_boo,,Noodle & Boo,,,,,True,,,,,
nulon,,Nulon,,,,,True,,,,,
puracy,,Puracy,,,,,True,,,,,
tusk,,Tusk,,,,,True,,,,,
viakal,,Viakal,,,,,True,,,,,
kitchen_desire,,Kitchen Desire,,,,,True,,,,,
freshmax,,Freshmax,,,,,True,,,,,
cycle_home,,Cycle Home,,,,,True,,,,,
prizma,,Prizma,,,,,True,,,,,
fresia,,Fresia,,,,,True,,,,,
sweet_kitty,,Sweet Kitty,,,,,True,,,,,
squeegee_plast,,Squeegee Plast,,,,,True,,,,,
malayala,,Malayala,,,,,True,,,,,
inbodi,,Inbodi,,,,,True,,,,,
cake_topper_candles,,Cake Topper & Candles ,,,,,True,,,,,
ronose,,Ronose,,,,,True,,,,,
baker_s_pick,,Baker's Pick,,,,,True,,,,,
bayern_garten,,Bayern Garten,,,,,True,,,,,
belmundo,,Belmundo,,,,,True,,,,,
butchero,,Butchero,,,,,True,,,,,
coos,,Coos,,,,,True,,,,,
cucinare,,Cucinare,,,,,True,,,,,
dr_pure,,Dr Pure,,,,,True,,,,,
eurobic,,Eurobic,,,,,True,,,,,
flame_nation,,Flame Nation,,,,,True,,,,,
fleurie,,Fleurie,,,,,True,,,,,
hotamie,,Hotamie,,,,,True,,,,,
isabella,,Isabella,,,,,True,,,,,
kathy,,Kathy,,,,,True,,,,,
la_explanada,,La Explanada,,,,,True,,,,,
leo_s_crown,,Leo's Crown,,,,,True,,,,,
maison_fleur,,Maison Fleur,,,,,True,,,,,
marinova,,MariNova,,,,,True,,,,,
milton_s,,Milton's,,,,,True,,,,,
mowi,,Mowi,,,,,True,,,,,
nelly,,Nelly,,,,,True,,,,,
nubo,,Nubo,,,,,True,,,,,
nuvette,,Nuvette,,,,,True,,,,,
oliveta,,Oliveta,,,,,True,,,,,
premialle,,Premialle,,,,,True,,,,,
spicery,,Spicery,,,,,True,,,,,
tg_s,,TG's,,,,,True,,,,,
thai_tasty,,Thai Tasty,,,,,True,,,,,
yengies,,Yengies,,,,,True,,,,,
yuuno,,Yuuno,,,,,True,,,,,
ehop,,Ehop,,,,,True,,,,,
gareth,,Gareth,,,,,True,,,,,
piuriti,,Piuriti,,,,,True,,,,,
zinna,,Zinna,,,,,True,,,,,
mesauda,,Mesauda,,,,,True,,,,,
elite_professional,,Elite Professional,,,,,True,,,,,
bioveta,,Bioveta,,,,,True,,,,,
bosnow,,Bosnow,,,,,True,,,,,
bucatstate,,Bucatstate,,,,,True,,,,,
catch_one,,Catch One,,,,,True,,,,,
danliss,,Danliss,,,,,True,,,,,
dolfos,,Dolfos,,,,,True,,,,,
dorrkey,,Dorrkey,,,,,True,,,,,
firmoyo,,Firmoyo,,,,,True,,,,,
flexadin,,Flexadin,,,,,True,,,,,
gladog,,Gladog,,,,,True,,,,,
ilium,,Ilium,,,,,True,,,,,
itandme,,Itandme,,,,,True,,,,,
mila_louis,,Mila & Louis,,,,,True,,,,,
montpellier,,Montpellier,,,,,True,,,,,
paola,,Paola,,,,,True,,,,,
pmoiste,,Pmoiste,,,,,True,,,,,
smehnser,,Smehnser,,,,,True,,,,,
wenzhou_zheya,,Wenzhou Zheya,,,,,True,,,,,
ostrich_oasis,,Ostrich Oasis,,,,,True,,,,,
hatra_herbs,,Hatra Herbs,,,,,True,,,,,
novalie,,Novalie,,,,,True,,,,,
ab_biotics,,AB-BIOTICS,,,,,True,,,,,
amu,,AMU,,,,,True,,,,,
biocoline,,Biocoline,,,,,True,,,,,
d_vinice,,D.Vinice,,,,,True,,,,,
desma,,Desma,,,,,True,,,,,
ginplex_max,,GinPlex Max,,,,,True,,,,,
jedcoeno,,Jedcoeno,,,,,True,,,,,
josraw,,Josraw,,,,,True,,,,,
meratrum,,Meratrum,,,,,True,,,,,
msp,,MSP,,,,,True,,,,,
magneplex,,MagnePlex,,,,,True,,,,,
natabiol,,Natabiol,,,,,True,,,,,
newtoneverett,,Newtoneverett,,,,,True,,,,,
peptoz,,Peptoz,,,,,True,,,,,
prostanil,,Prostanil,,,,,True,,,,,
pharmaciena,,Pharmaciena,,,,,True,,,,,
rovalac,,Rovalac,,,,,True,,,,,
seid_lab,,Seid Lab,,,,,True,,,,,
sakaria,,Sakaria,,,,,True,,,,,
truevit,,TrueVit,,,,,True,,,,,
hive_mind,,Hive Mind,,,,,True,,,,,
women_razor,,Women Razor,,,,,True,,,,,
11_11_perfume,,11:11 Perfume,,,,,True,,,,,
bagelista,,Bagelista,,,,,True,,,,,
bobabam,,Bobabam,,,,,True,,,,,
booga_booga,,Booga Booga,,,,,True,,,,,
wak_wak,,Wak Wak,,,,,True,,,,,
bloom_bakery,,Bloom Bakery,,,,,True,,,,,
vita_ground_nutrition,,Vita Ground Nutrition,,,,,True,,,,,
al_danah_perfumes,,Al-Danah Perfumes,,,,,True,,,,,
kleans,,Kleans,,,,,True,,,,,
biobeauty,,BioBeauty,,,,,True,,,,,
christian_provenzano_parfums,,Christian Provenzano Parfums,,,,,True,,,,,
gemology,,Gemology,,,,,True,,,,,
hersh,,Hersh,,,,,True,,,,,
bioflex,,Bioflex,,,,,True,,,,,
blue_wizard,,Blue Wizard,,,,,True,,,,,
chirofol,,Chirofol,,,,,True,,,,,
empiria,,Empiria,,,,,True,,,,,
kadamo,,Kadamo,,,,,True,,,,,
mdl,,MDL,,,,,True,,,,,
qady,,Qady,,,,,True,,,,,
spanish_fly,,Spanish Fly,,,,,True,,,,,
ann_chery,,Ann Chery,,,,,True,,,,,
answr,,Answr,,,,,True,,,,,
aspel,,Aspel,,,,,True,,,,,
atyab_al_marshoud,,Atyab Al Marshoud,,,,,True,,,,,
awshal_perfumes,,Awshal Perfumes,,,,,True,,,,,
ayten,,Ayten,,,,,True,,,,,
balmy_naturel,,Balmy Naturel,,,,,True,,,,,
bandido,,Bandido,,,,,True,,,,,
bere_beauty,,Bere Beauty,,,,,True,,,,,
beyond_paradise,,Beyond Paradise,,,,,True,,,,,
bio_friendly,,Bio Friendly,,,,,True,,,,,
bubble_skincare,,Bubble Skincare,,,,,True,,,,,
by_vilain,,By Vilain,,,,,True,,,,,
cellbn,,Cellbn,,,,,True,,,,,
coco_hair,,Coco Hair,,,,,True,,,,,
de_leon_perfumes,,De Leon Perfumes,,,,,True,,,,,
de_mahzen,,De Mahzen,,,,,True,,,,,
delongpre,,Delongpre,,,,,True,,,,,
easy_beauty,,Easy Beauty,,,,,True,,,,,
eternite,,Eternite,,,,,True,,,,,
everly,,Everly,,,,,True,,,,,
famous_names,,Famous Names,,,,,True,,,,,
flose,,Flose,,,,,True,,,,,
ghala_zayed,,Ghala Zayed,,,,,True,,,,,
ghawali,,Ghawali,,,,,True,,,,,
gingie,,Gingie,,,,,True,,,,,
gothic_collection_perfumes,,Gothic Collection Perfumes,,,,,True,,,,,
haze,,Haze,,,,,True,,,,,
love_beauty,,Love Beauty,,,,,True,,,,,
it_cosmetics,,It Cosmetics,,,,,True,,,,,
it_ly,,IT&LY,,,,,True,,,,,
italwax,,Italwax,,,,,True,,,,,
juvena,,Juvena,,,,,True,,,,,
kaqiya,,Kaqiya,,,,,True,,,,,
luxsul,,Luxsul,,,,,True,,,,,
lady_gaga,,Lady Gaga,,,,,True,,,,,
lanolips,,Lanolips,,,,,True,,,,,
laverne,,Laverne,,,,,True,,,,,
lootah_perfumes,,Lootah Perfumes,,,,,True,,,,,
lost,,Lost,,,,,True,,,,,
m_micallef,,M.Micallef,,,,,True,,,,,
el_rachidi,,El Rachidi,,,,,True,,,,,
cb_deodorant,,CB Deodorant,,,,,True,,,,,
al_tammar,,Al Tammar,,,,,True,,,,,
blue_zone,,Blue Zone,,,,,True,,,,,
cy_chaquyun,,CY. Chaquyun,,,,,True,,,,,
jb,,Jb,,,,,True,,,,,
llsaida,,Llsaida,,,,,True,,,,,
q_oven,,Q-Oven,,,,,True,,,,,
rendell,,Rendell,,,,,True,,,,,
alsolan_coffee,,Alsolan Coffee,,,,,True,,,,,
gulf_pulse,,Gulf Pulse,,,,,True,,,,,
jannath,,Jannath,,,,,True,,,,,
plezil,,Plezil,,,,,True,,,,,
propan,,Propan,,,,,True,,,,,
beard_patrol,,Beard Patrol,,,,,True,,,,,
bewild,,BeWild,,,,,True,,,,,
iwhite_korea,,Iwhite Korea,,,,,True,,,,,
mascorn,,Mascorn,,,,,True,,,,,
nafed,,Nafed,,,,,True,,,,,
scentology,,Scentology,,,,,True,,,,,
maison_crivelli,,Maison Crivelli,,,,,True,,,,,
maison_seed,,Maison Seed,,,,,True,,,,,
marlies_moller,,Marlies Moller,,,,,True,,,,,
mauresque,,Mauresque,,,,,True,,,,,
merimieu,,Merimieu,,,,,True,,,,,
miami_beach,,Miami Beach,,,,,True,,,,,
mina_alsheikhly,,Mina Alsheikhly,,,,,True,,,,,
mio_skin,,Mio Skin,,,,,True,,,,,
moriscent,,Moriscent,,,,,True,,,,,
my_little_miracle,,My Little Miracle,,,,,True,,,,,
myrurgia,,Myrurgia,,,,,True,,,,,
memoires_d_amour,,Mémoires D'amour,,,,,True,,,,,
nabla,,Nabla,,,,,True,,,,,
nimnima,,Nimnima,,,,,True,,,,,
noble_princess,,Noble Princess,,,,,True,,,,,
noor_stars,,Noor Stars,,,,,True,,,,,
noosoo,,Noosoo,,,,,True,,,,,
oman_luxury,,Oman Luxury,,,,,True,,,,,
oriflame,,Oriflame,,,,,True,,,,,
pernoire,,Pernoire,,,,,True,,,,,
pura_kosmetica,,Pura Kosmetica,,,,,True,,,,,
primaderm,,Primaderm,,,,,True,,,,,
puring,,Puring,,,,,True,,,,,
quattrolio,,Quattrolio,,,,,True,,,,,
ramon_bejar,,Ramon Bejar,,,,,True,,,,,
rituals,,Rituals,,,,,True,,,,,
sla_paris,,SLA Paris,,,,,True,,,,,
saie,,Saie,,,,,True,,,,,
sancy_paris,,Sancy Paris,,,,,True,,,,,
sheikh_zayed,,Sheikh Zayed,,,,,True,,,,,
shohra,,Shohra,,,,,True,,,,,
sisley_paris,,Sisley Paris,,,,,True,,,,,
slick_hair,,Slick Hair,,,,,True,,,,,
spider_labs,,Spider Labs,,,,,True,,,,,
spirit_of_kings,,Spirit Of Kings,,,,,True,,,,,
stamp,,Stamp,,,,,True,,,,,
sweet_scrub,,Sweet Scrub,,,,,True,,,,,
the_palace_of_perfumes,,The Palace Of Perfumes,,,,,True,,,,,
the_perfume_connection,,The Perfume Connection,,,,,True,,,,,
the_spirit_of_dubai,,The Spirit Of Dubai,,,,,True,,,,,
tower_28,,Tower 28,,,,,True,,,,,
turquaz,,Turquaz,,,,,True,,,,,
vivian_gray,,Vivian Gray,,,,,True,,,,,
western_valley,,Western Valley,,,,,True,,,,,
widian_arabia,,Widian Arabia,,,,,True,,,,,
wild_science_lab,,Wild Science Lab,,,,,True,,,,,
xlash,,Xlash,,,,,True,,,,,
yilest,,Yilest,,,,,True,,,,,
youmi_beauty,,Youmi Beauty,,,,,True,,,,,
yucca,,Yucca,,,,,True,,,,,
ikoo_infusions,,Ikoo Infusions,,,,,True,,,,,
elgon,,Elgon,,,,,True,,,,,
lolita_bonita,,Lolita Bonita,,,,,True,,,,,
mesauda_nail_pro,,Mesauda Nail Pro,,,,,True,,,,,
provoc,,Provoc,,,,,True,,,,,
american_drop,,American Drop,,,,,True,,,,,
karkar_oil,,Karkar Oil,,,,,True,,,,,
kemi_blending_magic,,Kemi Blending Magic,,,,,True,,,,,
locatello,,Locatello,,,,,True,,,,,
lootah,,Lootah,,,,,True,,,,,
michael_buble,,Michael Buble,,,,,True,,,,,
mimesis,,Mimesis,,,,,True,,,,,
miqi,,Miqi,,,,,True,,,,,
nobel_royale,,Nobel Royale,,,,,True,,,,,
orlando_pita_play,,Orlando Pita Play ,,,,,True,,,,,
osaine,,Osaine,,,,,True,,,,,
ouai,,Ouai,,,,,True,,,,,
panouge,,Panouge,,,,,True,,,,,
pappin,,Pappin,,,,,True,,,,,
parfums_d_elmar,,Parfums d'Elmar,,,,,True,,,,,
polso,,Polso,,,,,True,,,,,
r_co,,R+Co,,,,,True,,,,,
retrouvailles,,Retrouvailles,,,,,True,,,,,
richenna,,Richenna,,,,,True,,,,,
solfege,,Solfege,,,,,True,,,,,
sosoim,,Sosoim,,,,,True,,,,,
soy_luna,,Soy Luna,,,,,True,,,,,
steve_martin_paris,,Steve Martin Paris,,,,,True,,,,,
sturgeo,,Sturgeo,,,,,True,,,,,
the_house_of_oud,,The House Of Oud,,,,,True,,,,,
v_canto,,V Canto,,,,,True,,,,,
versailles_beaute,,Versailles Beaute,,,,,True,,,,,
western_valley_avenue,,Western Valley Avenue,,,,,True,,,,,
widian,,Widian,,,,,True,,,,,
ynm,,YNM,,,,,True,,,,,
atelier_flou,,Atelier Flou,,,,,True,,,,,
al_aneeq,,Al Aneeq,,,,,True,,,,,
antonio_croce,,Antonio Croce,,,,,True,,,,,
ateej,,Ateej,,,,,True,,,,,
woo_woo,,Woo Woo,,,,,True,,,,,
the_vamp_stamp,,The Vamp Stamp,,,,,True,,,,,
tory_burch,,Tory Burch,,,,,True,,,,,
donna_chang,,Donna Chang,,,,,True,,,,,
gainsboro,,Gainsboro,,,,,True,,,,,
bellezon,,Bellezon,,,,,True,,,,,
keiko_mecheri,,Keiko Mecheri,,,,,True,,,,,
la_dor,,La'dor,,,,,True,,,,,
lorac,,Lorac,,,,,True,,,,,
maison_noir,,Maison Noir,,,,,True,,,,,
oud_story,,Oud Story,,,,,True,,,,,
patricia_mi,,Patricia Mi,,,,,True,,,,,
paul_emilien,,Paul Emilien,,,,,True,,,,,
paul_smith,,Paul Smith,,,,,True,,,,,
simimi,,Simimi,,,,,True,,,,,
stardel_lash,,Stardel Lash,,,,,True,,,,,
myvi,,MYVI,,,,,True,,,,,
florentine,,Florentine,,,,,True,,,,,
maison_bon,,Maison Bon,,,,,True,,,,,
spherika,,Spherika,,,,,True,,,,,
angel_barlen,,Angel Barlen,,,,,True,,,,,
aquarelle_paris,,Aquarelle Paris,,,,,True,,,,,
becca_cosmetics,,Becca Cosmetics,,,,,True,,,,,
carelika,,Carelika,,,,,True,,,,,
christian_louboutin,,Christian Louboutin,,,,,True,,,,,
christine,,Christine,,,,,True,,,,,
clarisonic,,Clarisonic,,,,,True,,,,,
covermark,,Covermark,,,,,True,,,,,
eolux,,Eolux,,,,,True,,,,,
fouz,,Fouz,,,,,True,,,,,
frederick_malle,,Frederick Malle,,,,,True,,,,,
venuse,,Venuse,,,,,True,,,,,
horus_nefertem,,Horus Nefertem,,,,,True,,,,,
l_arvore,,L'arvore,,,,,True,,,,,
majouri,,Majouri,,,,,True,,,,,
nano_absolute,,Nano Absolute,,,,,True,,,,,
natural_looks,,Natural Looks,,,,,True,,,,,
orens_parfums,,Orens Parfums,,,,,True,,,,,
radha_beauty,,Radha Beauty,,,,,True,,,,,
rose_baie,,Rose Baie,,,,,True,,,,,
royal_platinum,,Royal Platinum,,,,,True,,,,,
ruby_beauty,,Ruby Beauty,,,,,True,,,,,
sergio_vallanti,,Sergio Vallanti,,,,,True,,,,,
tizo,,Tizo,,,,,True,,,,,
top_notch,,Top Notch,,,,,True,,,,,
zk_beauty,,Zk Beauty,,,,,True,,,,,
learning_roots,,Learning Roots,,,,,True,,,,,
cumlaude,,Cumlaude,,,,,True,,,,,
muuki,,Muuki,,,,,True,,,,,
almorel_paris,,Almorel Paris,,,,,True,,,,,
annick_goutal,,Annick Goutal,,,,,True,,,,,
bfg,,BFG,,,,,True,,,,,
classi_professional,,Classi Professional,,,,,True,,,,,
costume_national,,Costume National,,,,,True,,,,,
dermapill,,Dermapill,,,,,True,,,,,
davini,,Davini,,,,,True,,,,,
de_leon,,De Leon,,,,,True,,,,,
deja_vu,,Deja Vu,,,,,True,,,,,
ebreez,,Ebreez,,,,,True,,,,,
glazette,,Glazette,,,,,True,,,,,
hadeel_alazawey,,Hadeel Alazawey,,,,,True,,,,,
hayari,,Hayari,,,,,True,,,,,
jason_wu,,Jason Wu,,,,,True,,,,,
jazeel,,Jazeel,,,,,True,,,,,
kaliel,,Kaliel,,,,,True,,,,,
royal_mink,,Royal Mink,,,,,True,,,,,
kayou,,Kayou,,,,,True,,,,,
italian_brainrot,,Italian Brainrot,,,,,True,,,,,
holy_oud,,Holy Oud,,,,,True,,,,,
le_digrio,,Le Digrio,,,,,True,,,,,
max_benjamin,,Max Benjamin,,,,,True,,,,,
frais_et_frais,,Frais Et Frais,,,,,True,,,,,
faiz_niche,,Faiz Niche,,,,,True,,,,,
dignite,,Dignite,,,,,True,,,,,
swansilk,,Swansilk,,,,,True,,,,,
skin_n_scratch,,Skin N Scratch,,,,,True,,,,,
scentchips,,Scentchips,,,,,True,,,,,
delhicious,,Delhicious,,,,,True,,,,,
kamaya,,Kamaya,,,,,True,,,,,
heart_of_grasse,,Heart Of Grasse,,,,,True,,,,,
golden_souk,,Golden Souk,,,,,True,,,,,
trouble_maker,,Trouble Maker,,,,,True,,,,,
al_jeemi_roastery,,Al Jeemi Roastery,,,,,True,,,,,
isap,,Isap,,,,,True,,,,,
jiefeiya,,Jiefeiya,,,,,True,,,,,
jiefigeat,,Jiefigeat,,,,,True,,,,,
dawny,,Dawny,,,,,True,,,,,
le_purple,,Le Purple,,,,,True,,,,,
salv,,Salv,,,,,True,,,,,
pattur,,Pattur,,,,,True,,,,,
shuanglong,,Shuanglong,,,,,True,,,,,
swarnam,,Swarnam,,,,,True,,,,,
xinyunniao,,Xinyunniao,,,,,True,,,,,
xkleaner,,Xkleaner,,,,,True,,,,,
american_select,,American Select,,,,,True,,,,,
lakeside_organic_gardens,,Lakeside Organic Gardens,,,,,True,,,,,
fiestavibe,,Fiestavibe,,,,,True,,,,,
giftzone,,Giftzone,,,,,True,,,,,
bold_bean_co,,Bold Bean Co,,,,,True,,,,,
sangju,,Sangju,,,,,True,,,,,
jacobs_farm,,Jacobs Farm,,,,,True,,,,,
no_36,,No.36,,,,,True,,,,,
spirulina_line,,Spirulina Line,,,,,True,,,,,
ayouthveda,,Ayouthveda,,,,,True,,,,,
bioygeia,,Bioygeia,,,,,True,,,,,
dentino,,Dentino,,,,,True,,,,,
hakubaku,,Hakubaku,,,,,True,,,,,
herbarium,,Herbarium,,,,,True,,,,,
olandia,,Olandia,,,,,True,,,,,
the_public_organic,,The Public Organic ,,,,,True,,,,,
tolpa,,Tolpa,,,,,True,,,,,
african_taste,,African Taste,,,,,True,,,,,
soap_friends,,Soap Friends,,,,,True,,,,,
kokokraft,,Kokokraft,,,,,True,,,,,
barbaro,,Barbaro,,,,,True,,,,,
sweet_delight,,Sweet Delight,,,,,True,,,,,
skole,,Skole,,,,,True,,,,,
dorniyan,,Dorniyan,,,,,True,,,,,
ayo,,Ayo,,,,,True,,,,,
arabian_taste,,Arabian Taste,,,,,True,,,,,
strive,,Strive,,,,,True,,,,,
pasion_float,,Pasion Float,,,,,True,,,,,
musfira_salted,,Musfira Salted,,,,,True,,,,,
kidzzle,,Kidzzle,,,,,True,,,,,
foxxy_bites,,Foxxy Bites,,,,,True,,,,,
econic,,Econic,,,,,True,,,,,
dfresh,,DFresh,,,,,True,,,,,
chaakz,,Chaakz,,,,,True,,,,,
uca,,Uca,,,,,True,,,,,
rogachev,,Rogachev,,,,,True,,,,,
polyset,,Polyset,,,,,True,,,,,
nut_go,,Nut & Go,,,,,True,,,,,
litt,,Litt,,,,,True,,,,,
kamchadal,,Kamchadal,,,,,True,,,,,
italex,,Italex,,,,,True,,,,,
hippo_bondi,,Hippo Bondi,,,,,True,,,,,
fitday,,Fitday,,,,,True,,,,,
essencia_de_flores,,Essencia De Flores,,,,,True,,,,,
dr_white,,Dr.White,,,,,True,,,,,
crisper,,CRISPER,,,,,True,,,,,
cafe_tango,,Cafe Tango,,,,,True,,,,,
al_giza_alhadeth_bakery,,Al Giza Alhadeth Bakery,,,,,True,,,,,
22_carats,,22 Carats,,,,,True,,,,,
zilanhua,,Zilanhua,,,,,True,,,,,
zhongdi,,Zhongdi,,,,,True,,,,,
yuanlin,,Yuanlin,,,,,True,,,,,
yingde,,Yingde,,,,,True,,,,,
yashijie,,Yashijie,,,,,True,,,,,
weikang,,Weikang,,,,,True,,,,,
wadi_al_taief,,Wadi Al Taief,,,,,True,,,,,
uteki,,Uteki,,,,,True,,,,,
tm_kyiv_bread,,TM Kyiv Bread,,,,,True,,,,,
the_green_mile,,The Green Mile,,,,,True,,,,,
td,,Td,,,,,True,,,,,
so_pure,,So-Pure,,,,,True,,,,,
slings,,Slings,,,,,True,,,,,
siyoteam,,Siyoteam,,,,,True,,,,,
shifoo,,Shifoo,,,,,True,,,,,
sharmel,,Sharmel,,,,,True,,,,,
shadet,,Shadet,,,,,True,,,,,
sgt,,SGT,,,,,True,,,,,
sewak_al_mubarak,,Sewak Al-Mubarak,,,,,True,,,,,
seven_harvest,,Seven Harvest,,,,,True,,,,,
sentai,,Sentai,,,,,True,,,,,
raiba,,Raiba,,,,,True,,,,,
di_and_di,,Di & Di,,,,,True,,,,,
power_full,,Power Full,,,,,True,,,,,
peta,,Peta,,,,,True,,,,,
pairuike,,Pairuike,,,,,True,,,,,
origo,,Origo,,,,,True,,,,,
okeah,,Okeah,,,,,True,,,,,
nartam,,Nartam,,,,,True,,,,,
muliya,,Muliya,,,,,True,,,,,
mr_camp_stove,,Mr. Camp Stove,,,,,True,,,,,
mono_coco,,Mono Coco,,,,,True,,,,,
melting_pop,,Melting Pop,,,,,True,,,,,
meiyangda,,Meiyangda,,,,,True,,,,,
marai_star,,Marai Star,,,,,True,,,,,
mahrjan,,Mahrjan,,,,,True,,,,,
maat,,Maat,,,,,True,,,,,
luxe_star,,Luxe Star,,,,,True,,,,,
long_grand,,Long Grand,,,,,True,,,,,
lokay,,Lokay,,,,,True,,,,,
leon,,Leon,,,,,True,,,,,
le_croissant,,Le Croissant,,,,,True,,,,,
jaha,,JAHA,,,,,True,,,,,
instant_glo,,Instant Glo,,,,,True,,,,,
hifazat,,Hifazat,,,,,True,,,,,
healthy_pop,,Healthy Pop,,,,,True,,,,,
healthy_diet,,Healthy Diet,,,,,True,,,,,
hawa_baghdad,,Hawa Baghdad,,,,,True,,,,,
hamson,,Hamson,,,,,True,,,,,
hakimbashi,,Hakimbashi,,,,,True,,,,,
gy_food,,GY Food,,,,,True,,,,,
goho,,Goho,,,,,True,,,,,
gao_yuan,,Gao Yuan,,,,,True,,,,,
fregat,,Fregat,,,,,True,,,,,
floret,,Floret,,,,,True,,,,,
elegant_girl,,Elegant Girl,,,,,True,,,,,
duralec,,Duralec,,,,,True,,,,,
dewen,,Dewen,,,,,True,,,,,
clive_dorris_collection,,Clive Dorris Collection,,,,,True,,,,,
chirpy,,Chirpy,,,,,True,,,,,
chak_de_india,,Chak De india,,,,,True,,,,,
cardinale,,Cardinale,,,,,True,,,,,
canton,,Canton,,,,,True,,,,,
by_4u,,By 4U,,,,,True,,,,,
bruna,,Bruna,,,,,True,,,,,
brovaria,,Brovaria,,,,,True,,,,,
bright_electron_trading,,Bright Electron Trading,,,,,True,,,,,
bin_al_sultan,,Bin Al Sultan,,,,,True,,,,,
belevskiye_sladosti,,Belevskiye Sladosti,,,,,True,,,,,
beauty_you,,Beauty & You,,,,,True,,,,,
baizan,,Baizan,,,,,True,,,,,
bai_chuan,,Bai Chuan,,,,,True,,,,,
ard_al_hijaz,,Ard Al Hijaz,,,,,True,,,,,
american_deal,,American Deal,,,,,True,,,,,
alf,,Alf,,,,,True,,,,,
al_madeena_bakery,,Al Madeena Bakery,,,,,True,,,,,
al_balah,,Al Balah,,,,,True,,,,,
beetle_juice,,Beetle Juice,,,,,True,,,,,
durat_al_khaleej,,Durat Al Khaleej,,,,,True,,,,,
melika,,Melika,,,,,True,,,,,
nawhal_s,,Nawhal's,,,,,True,,,,,
my_tuff,,My Tuff,,,,,True,,,,,
pava,,Pava,,,,,True,,,,,
still,,Still,,,,,True,,,,,
afrc,,Afrc,,,,,True,,,,,
arc,,Arc,,,,,True,,,,,
bin_khumeri,,Bin Khumeri,,,,,True,,,,,
oasia,,Oasia,,,,,True,,,,,
orma,,Orma,,,,,True,,,,,
princeton,,Princeton,,,,,True,,,,,
maxfixx,,Maxfixx,,,,,True,,,,,
almthaq_alarabi,,Almthaq Alarabi,,,,,True,,,,,
fahda,,Fahda,,,,,True,,,,,
ali_rice,,Ali Rice,,,,,True,,,,,
ferrarucci,,Ferrarucci,,,,,True,,,,,
onlyou,,Onlyou,,,,,True,,,,,
ten_twenty,,Ten Twenty,,,,,True,,,,,
zhikar,,Zhikar,,,,,True,,,,,
snackzee,,Snackzee,,,,,True,,,,,
superpretzel,,SuperPretzel,,,,,True,,,,,
carrom_gold,,Carrom Gold,,,,,True,,,,,
creative_monkey,,Creative Monkey,,,,,True,,,,,
discord,,Discord,,,,,True,,,,,
free_fire,,Free Fire,,,,,True,,,,,
honor_of_kings,,Honor Of Kings,,,,,True,,,,,
imvu,,Imvu,,,,,True,,,,,
jawaker,,Jawaker,,,,,True,,,,,
karma_koin,,Karma Koin,,,,,True,,,,,
merge_kingdoms,,Merge Kingdoms,,,,,True,,,,,
mobile_legends,,Mobile Legends,,,,,True,,,,,
runescape,,Runescape,,,,,True,,,,,
shahid,,Shahid,,,,,True,,,,,
skype,,Skype,,,,,True,,,,,
starzplay,,Starzplay,,,,,True,,,,,
teen_patti,,Teen Patti,,,,,True,,,,,
thunderful,,Thunderful,,,,,True,,,,,
tripgift,,Tripgift,,,,,True,,,,,
undawn,,Undawn,,,,,True,,,,,
weyyak,,Weyyak,,,,,True,,,,,
melova,,Melova,,,,,True,,,,,
babyshop,,Babyshop,,,,,True,,,,,
propaws,,Propaws,,,,,True,,,,,
tetox,,Tetox,,,,,True,,,,,
maiwe,,Maiwe,,,,,True,,,,,
bishahi,,Bishahi,,,,,True,,,,,
chilli_flowers,,Chilli Flowers,,,,,True,,,,,
peritas,,Peritas,,,,,True,,,,,
fresh_cat,,Fresh Cat,,,,,True,,,,,
fresh_paty,,Fresh Paty,,,,,True,,,,,
midos,,Midos,,,,,True,,,,,
piokill,,PioKill,,,,,True,,,,,
finute,,Finute,,,,,True,,,,,
jang_soo,,Jang Soo,,,,,True,,,,,
lock_fun,,Lock Fun,,,,,True,,,,,
setouchi,,SETOUCHI,,,,,True,,,,,
avo_care,,Avo Care,,,,,True,,,,,
